parcel_id,building_no,Total Rooms,Year Built,Building SF,Energy Adj,Roughins,Bedrooms,Effect Age,Quality,Bsmt Wall,Plumb Fixt,Full Baths,Condition,Style,Bsmt SF,Fireplaces,Half Baths,Phys Depr,Design,Bsmt Fin,Porch,Kitchens,Funct Depr,Bldg Type,Bsmt Fin SF,Gar/Shed,Econ Depr,Notes
306008,1,4,1971,768.00,No Data,,2,,5.00,No Data,5,1,Average,No Data,,1,,,No Data,,,,5,No Data,,,,
306009,1,5,1971,1056.00,No Data,,3,,5.00,No Data,10,2,Average,No Data,96,1,1,,No Data,4,,,5,No Data,96,,,
306010,1,5,1971,1056.00,No Data,,3,,5.00,No Data,10,2,Average,No Data,96,1,1,,No Data,4,252,,5,No Data,96,,,
306011,1,3,1971,576.00,No Data,,1,,5.00,No Data,5,1,Average,No Data,,1,,,No Data,,212,,5,No Data,,,,
306012,1,4,1971,768.00,No Data,,2,,5.00,No Data,5,1,Avg/Good,No Data,,1,,,No Data,,167,,5,No Data,,,,
306013,1,3,1971,576.00,No Data,,1,,5.00,No Data,5,1,Average,No Data,,1,,,No Data,,,,5,No Data,,,,
306014,1,4,1971,768.00,No Data,,2,,5.00,No Data,5,1,Average,No Data,,1,,,No Data,,167,,5,No Data,,,,
306015,1,5,1971,1056.00,No Data,,3,,5.00,No Data,8,2,Average,No Data,,1,,,No Data,,126,,5,No Data,,,,
306016,1,3,1971,576.00,No Data,,1,,5.00,No Data,5,1,Average,No Data,,1,,,No Data,,272,,5,No Data,,,,
306017,1,4,1971,768.00,No Data,,2,,5.00,No Data,5,1,Average,No Data,,1,,,No Data,,167,,5,No Data,,,,
306018,1,6,1971,1200.00,No Data,,3,,5.00,No Data,8,2,Average,No Data,144,1,,,No Data,1,368,,5,No Data,144,,,
306019,1,6,1973,1368.00,No Data,,4,,5.00,No Data,10,2,Average,No Data,,1,1,,No Data,,153,,5,No Data,,,,
306020,1,4,1973,888.00,No Data,,2,,5.00,No Data,8,2,Average,No Data,,,,,No Data,,96,,5,No Data,,,,
306021,1,4,1973,768.00,No Data,,2,,5.00,No Data,5,1,Average,No Data,,1,,,No Data,,366,,5,No Data,,,,
306022,1,6,1973,1704.00,No Data,,4,,5.00,No Data,11,3,Average,No Data,,,,,No Data,,272,,5,No Data,,,,
306023,1,6,1973,1704.00,No Data,,5,,5.00,No Data,11,3,Average,No Data,,1,,,No Data,,,,5,No Data,,,,
306024,1,4,1973,888.00,No Data,,2,,5.00,No Data,8,2,Average,No Data,,1,,,No Data,,96,,5,No Data,,,,
306025,1,4,1973,768.00,No Data,,2,,5.00,No Data,5,1,Average,No Data,,1,,,No Data,,366,,5,No Data,,,,
306026,1,4,1973,888.00,No Data,,2,,5.00,No Data,8,2,Average,No Data,,,,,No Data,,96,,5,No Data,,,,
306027,1,4,1973,768.00,No Data,,2,,5.00,No Data,5,1,Average,No Data,,1,,,No Data,,,,5,No Data,,,,
306028,1,6,1973,1344.00,No Data,,5,,5.00,No Data,14,4,Average,No Data,312,,,,No Data,4,272,,5,No Data,312,,,
306029,1,4,1973,888.00,No Data,,2,,5.00,No Data,8,2,Good,No Data,,,,,No Data,,96,,5,No Data,,,,
306030,1,4,1973,912.00,No Data,,3,,5.00,No Data,8,2,Average,No Data,,,,,No Data,,366,,5,No Data,,,,
306031,1,4,1973,888.00,No Data,,2,,5.00,No Data,8,2,Average,No Data,,,,,No Data,,96,,5,No Data,,,,
306032,1,4,1973,912.00,No Data,,3,,5.00,No Data,7,1,Average,No Data,,,1,,No Data,,366,,5,No Data,,,,
306033,1,6,1973,1344.00,No Data,,4,,5.00,No Data,11,3,Average,No Data,,,,,No Data,,272,,5,No Data,,,,
306034,1,4,1973,888.00,No Data,,2,,5.00,No Data,5,1,Average,No Data,,,,,No Data,,298,,5,No Data,,,,
306035,1,4,1973,768.00,No Data,,2,,5.00,No Data,5,1,Average,No Data,,,,,No Data,,366,,5,No Data,,,,
306036,1,6,1973,1392.00,No Data,,4,,5.00,No Data,11,3,Average,No Data,,,,,No Data,,,,5,No Data,,,,
306037,1,4,1973,888.00,No Data,,2,,5.00,No Data,8,2,Average,No Data,,,,,No Data,,96,,5,No Data,,,,
306038,1,4,1973,768.00,No Data,,2,,5.00,No Data,5,1,Average,No Data,,1,,,No Data,,384,,5,No Data,,,,
306039,1,4,1973,888.00,No Data,,2,,5.00,No Data,8,2,Average,No Data,,1,,,No Data,,120,,5,No Data,,,,
306040,1,4,1974,768.00,No Data,,2,,5.00,No Data,5,1,Average,No Data,,1,,,No Data,,384,,5,No Data,,,,
306041,1,6,1974,1380.00,No Data,,4,,5.00,No Data,10,2,Average,No Data,,1,1,,No Data,,136,,5,No Data,,,,
306042,1,6,1974,1380.00,No Data,,4,,5.00,No Data,10,2,Average,No Data,,1,1,,No Data,,120,,5,No Data,,,,
306043,1,5,1974,1032.00,No Data,,3,,5.00,No Data,8,2,Average,No Data,,1,,,No Data,,96,,5,No Data,,,,
306044,1,4,1974,768.00,No Data,,2,,5.00,No Data,5,1,Excellent,No Data,,1,,,No Data,,384,,5,No Data,,,,
306045,1,6,1974,1380.00,No Data,,4,,5.00,No Data,10,2,Average,No Data,,1,1,,No Data,,120,,5,No Data,,,,
306056,1,6,1974,1368.00,No Data,,4,,5.00,No Data,11,3,Good,No Data,,1,,,No Data,,192,,5,No Data,,,,
306057,1,5,1974,1020.00,No Data,,3,,5.00,No Data,8,2,Average,No Data,,1,,,No Data,,144,,5,No Data,,,,
306058,1,4,1974,804.00,No Data,,2,,5.00,No Data,5,1,Avg/Good,No Data,,1,,,No Data,,384,,5,No Data,,,,
306059,1,6,1974,1368.00,No Data,,4,,5.00,No Data,11,3,Average,No Data,,1,,,No Data,,119,,5,No Data,,,,
306060,1,4,1974,888.00,No Data,,2,,5.00,No Data,8,2,Average,No Data,,1,,,No Data,,96,,5,No Data,,,,
306061,1,4,1974,768.00,No Data,,2,,5.00,No Data,5,1,Average,No Data,,1,,,No Data,,144,,5,No Data,,,,
306062,1,5,1974,1068.00,No Data,,3,,5.00,No Data,8,2,Average,No Data,,1,,,No Data,,96,,5,No Data,,,,
306063,1,4,1974,816.00,No Data,,2,,5.00,No Data,5,1,Average,No Data,,1,,,No Data,,384,,5,No Data,,,,
306064,1,6,1974,1380.00,No Data,,4,,5.00,No Data,10,2,Average,No Data,,1,1,,No Data,,308,,5,No Data,,,,
306065,1,6,1974,1656.00,No Data,,5,,5.00,No Data,11,3,Average,No Data,,1,,,No Data,,328,,5,No Data,,,,
306066,1,4,1974,768.00,No Data,,3,,5.00,No Data,8,2,Average,No Data,144,1,,,No Data,4,384,,5,No Data,144,,,
306067,1,4,1974,888.00,No Data,,2,,5.00,No Data,8,2,Average,No Data,,1,,,No Data,,96,,5,No Data,,,,
306068,1,4,1974,768.00,No Data,,2,,5.00,No Data,5,1,Good,No Data,144,1,,,No Data,3,120,,5,No Data,144,,,
306069,1,4,1974,888.00,No Data,,2,,5.00,No Data,5,1,Average,No Data,,1,,,No Data,,228,,5,No Data,,,,
306070,1,6,1974,1380.00,No Data,,4,,5.00,No Data,10,2,Average,No Data,,1,1,,No Data,,227,,5,No Data,,,,
306073,1,6,1971,1200.00,No Data,,3,,5.00,No Data,10,2,Average,No Data,252,1,1,,No Data,3,368,,5,No Data,252,,,
306074,1,6,1971,1344.00,No Data,,3,,5.00,No Data,10,2,Avg/Good,No Data,144,1,1,,No Data,,126,,5,No Data,,,,
306076,1,5,1971,1056.00,No Data,,3,,5.00,No Data,8,2,Average,No Data,,1,,,No Data,,252,,5,No Data,,,,
306078,1,6,1971,1200.00,No Data,,3,,5.00,No Data,8,2,Average,No Data,144,1,,,No Data,2,368,,5,No Data,144,,,
306079,1,3,1971,576.00,No Data,,1,,5.00,No Data,5,1,Average,No Data,,1,,,No Data,,212,,5,No Data,,,,
306080,1,4,1971,768.00,No Data,,2,,5.00,No Data,,1,Average,No Data,,1,,,No Data,,167,,5,No Data,,,,
306081,1,5,1971,1056.00,No Data,,3,,5.00,No Data,8,2,Average,No Data,,,,,No Data,,252,,5,No Data,,,,
307001,1,6,1971,1288.00,No Data,,3,,5.00,No Data,8,2,Avg/Good,No Data,440,,,,No Data,4,,,5,No Data,340,,,
307002,1,6,1971,1288.00,No Data,,3,,5.00,No Data,8,2,Average,No Data,440,,,,No Data,4,,,5,No Data,340,,,
307003,1,6,1971,1288.00,No Data,,3,,5.00,No Data,8,2,Average,No Data,440,,,,No Data,4,,,5,No Data,340,,,
307004,1,6,1971,1288.00,No Data,,3,,5.00,No Data,8,2,Average,No Data,440,,,,No Data,4,,,5,No Data,340,,,
307005,1,6,1971,1288.00,No Data,,3,,5.00,No Data,8,2,Average,No Data,440,,,,No Data,4,,,5,No Data,340,,,
307006,1,6,1971,1288.00,No Data,,3,,5.00,No Data,8,2,Average,No Data,440,,,,No Data,4,,,5,No Data,340,,,
307007,1,6,1971,1288.00,No Data,,3,,5.00,No Data,8,2,Average,No Data,440,,,,No Data,4,,,5,No Data,340,,,
307008,1,6,1971,1288.00,No Data,,3,,5.00,No Data,8,2,Average,No Data,440,,,,No Data,4,,,5,No Data,340,,,
307009,1,6,1971,1288.00,No Data,,3,,5.00,No Data,8,2,Average,No Data,440,,,,No Data,4,,,5,No Data,440,,,
307010,1,6,1971,1288.00,No Data,,3,,5.00,No Data,8,2,Average,No Data,440,,,,No Data,4,280,,5,No Data,340,,,
307011,1,7,1972,1368.00,No Data,,3,,5.00,No Data,8,2,Average,No Data,400,,,,No Data,4,,,5,No Data,340,,,
307012,1,7,1972,1368.00,No Data,,3,,5.00,No Data,8,2,Average,No Data,400,,,,No Data,4,,,5,No Data,340,,,
307013,1,7,1972,1368.00,No Data,,3,,5.00,No Data,8,2,Very Good,No Data,400,,,,No Data,4,,,5,No Data,340,,,
307014,1,7,1972,1368.00,No Data,,3,,5.00,No Data,8,2,Average,No Data,400,,,,No Data,4,,,5,No Data,300,,,
307015,1,7,1972,1288.00,No Data,,3,,5.00,No Data,8,2,Average,No Data,440,,,,No Data,4,,,5,No Data,340,,,
307016,1,6,1972,1288.00,No Data,,3,,5.00,No Data,8,2,Average,No Data,440,,,,No Data,4,,,5,No Data,340,,,
307017,1,6,1972,1288.00,No Data,,3,,5.00,No Data,8,2,Average,No Data,440,,,,No Data,4,,,5,No Data,360,,,
307018,1,6,1972,1288.00,No Data,,3,,5.00,No Data,8,2,Average,No Data,440,,,,No Data,4,,,5,No Data,340,,,
307019,1,7,1972,1368.00,No Data,,3,,5.00,No Data,8,2,Average,No Data,400,,,,No Data,4,,,5,No Data,340,,,
307020,1,7,1972,1368.00,No Data,,3,,5.00,No Data,8,2,Average,No Data,400,,,,No Data,4,,,5,No Data,340,,,
307021,1,6,1972,1368.00,No Data,,3,,5.00,No Data,8,2,Average,No Data,400,,,,No Data,4,144,,5,No Data,340,,,
307022,1,7,1972,1368.00,No Data,,3,,5.00,No Data,8,2,Average,No Data,400,,,,No Data,4,,,5,No Data,400,,,
307023,1,6,1972,1368.00,No Data,,3,,5.00,No Data,8,2,Average,No Data,400,1,,,No Data,4,,,5,No Data,340,,,
307024,1,7,1972,1368.00,No Data,,3,,5.00,No Data,8,2,Average,No Data,400,,,,No Data,4,,,5,No Data,340,,,
307025,1,7,1972,1368.00,No Data,,3,,5.00,No Data,8,2,Average,No Data,400,,,,No Data,4,,,5,No Data,340,,,
307026,1,7,1972,1368.00,No Data,,3,,5.00,No Data,8,2,Average,No Data,400,,,,No Data,4,,,5,No Data,340,,,
307027,1,7,1972,1368.00,No Data,,3,,5.00,No Data,8,2,Average,No Data,400,,,,No Data,4,,,5,No Data,340,,,
307028,1,7,1972,1368.00,No Data,,3,,5.00,No Data,8,2,Average,No Data,400,,,,No Data,4,,,5,No Data,340,,,
307029,1,7,1972,1368.00,No Data,,3,,5.00,No Data,8,2,Average,No Data,400,,,,No Data,4,,,5,No Data,340,,,
307030,1,7,1972,1368.00,No Data,,3,,5.00,No Data,8,2,Average,No Data,400,,,,No Data,4,,,5,No Data,340,,,
307031,1,7,1972,1368.00,No Data,,3,,5.00,No Data,8,2,Average,No Data,400,,,,No Data,4,,,5,No Data,400,,,
307032,1,7,1972,1368.00,No Data,,3,,5.00,No Data,8,2,Average,No Data,400,,,,No Data,4,,,5,No Data,340,,,
307033,1,7,1972,1368.00,No Data,,3,,5.00,No Data,8,2,Average,No Data,400,,,,No Data,4,,,5,No Data,340,,,
307034,1,7,1972,1368.00,No Data,,3,,5.00,No Data,8,2,Average,No Data,400,,,,No Data,4,,,5,No Data,400,,,
308001,1,8,1973,1314.00,No Data,,4,,5.00,No Data,,2,Average,No Data,,,,,No Data,,,,5,No Data,,,,
308002,1,8,1973,1314.00,No Data,,4,,5.00,No Data,,2,Average,No Data,,,,,No Data,,,,5,No Data,,,,
308003,1,8,1973,1314.00,No Data,,3,,5.00,No Data,,2,Poor,No Data,,,,,No Data,,,,3,No Data,,,,
308004,1,7,1973,1314.00,No Data,,4,,5.00,No Data,,2,Average,No Data,,,,,No Data,,,,5,No Data,,,,
308005,1,7,1973,1314.00,No Data,,4,,5.00,No Data,,2,Average,No Data,,,,,No Data,,,,5,No Data,,,,
308006,1,7,1973,1168.00,No Data,,4,,5.00,No Data,,2,Average,No Data,,,,,No Data,,,,5,No Data,,,,
308007,1,6,1973,1168.00,No Data,,3,,5.00,No Data,,2,Average,No Data,,,,,No Data,,,,5,No Data,,,,
308008,1,7,1973,1168.00,No Data,,3,,5.00,No Data,,2,Average,No Data,,,,,No Data,,,,5,No Data,,,,
308009,1,6,1973,1168.00,No Data,,3,,5.00,No Data,,2,Avg/Good,No Data,,,,,No Data,,,,5,No Data,,,,
308010,1,6,1973,1168.00,No Data,,3,,5.00,No Data,,2,Avg/Good,No Data,,,,,No Data,,,,5,No Data,,,,
308011,1,8,1975,1756.00,No Data,,5,,5.00,No Data,,2,Average,No Data,,,,,No Data,,,,5,No Data,,,,
308012,1,8,1975,1756.00,No Data,,5,,5.00,No Data,,2,Good,No Data,,,,,No Data,,,,5,No Data,,,,
308013,1,8,1975,1756.00,No Data,,5,,5.00,No Data,,2,Poor,No Data,,,,,No Data,,,,2,No Data,,,,
308014,1,8,1975,1756.00,No Data,,5,,5.00,No Data,,2,Average,No Data,,,,,No Data,,,,5,No Data,,,,
308015,1,8,1975,1756.00,No Data,,5,,5.00,No Data,,2,Average,No Data,,,,,No Data,,,,5,No Data,,,,
309001,1,5,1974,817.00,No Data,,3,,5.00,No Data,10,2,Average,No Data,,,1,,No Data,,,,5,No Data,,,,
309003,1,5,1974,817.00,No Data,,3,,5.00,No Data,10,2,Average,No Data,,,1,,No Data,,,,5,No Data,,,,
309004,1,6,1974,1634.00,No Data,,6,,5.00,No Data,10,2,Average,No Data,,,1,,No Data,,,,5,No Data,,,,
309005,1,6,1974,1596.00,No Data,,4,,5.00,No Data,5,2,Average,No Data,,,,,No Data,,314,,5,No Data,,,,
309007,1,2,1974,532.00,No Data,,1,,5.00,No Data,5,1,Average,No Data,,,,,No Data,,224,,5,No Data,,,,
309008,1,6,1974,1064.00,No Data,,3,,5.00,No Data,5,1,Average,No Data,,,,,No Data,,314,,5,No Data,,,,
309009,1,2,1974,532.00,No Data,,1,,5.00,No Data,5,1,Average,No Data,,,,,No Data,,224,,5,No Data,,,,
309010,1,2,1974,532.00,No Data,,1,,5.00,No Data,5,1,Average,No Data,,,,,No Data,,,,5,No Data,,,,
309011,1,2,1974,532.00,No Data,,1,,5.00,No Data,5,1,Average,No Data,,,,,No Data,,260,,5,No Data,,,,
309012,1,2,1974,532.00,No Data,,1,,5.00,No Data,5,1,Average,No Data,,,,,No Data,,224,,5,No Data,,,,
309013,1,2,1974,532.00,No Data,,1,,5.00,No Data,5,1,Average,No Data,,,,,No Data,,224,,5,No Data,,,,
309014,1,2,1974,532.00,No Data,,1,,5.00,No Data,5,1,Average,No Data,,,,,No Data,,224,,5,No Data,,,,
310001,1,6,1965,1760.00,No Data,,,,5.00,No Data,,2,Average,No Data,,,1,,No Data,,,,2,No Data,,,,
310002,1,6,1965,1384.00,No Data,,,,5.00,No Data,,2,Average,No Data,,,,,No Data,,,,6,No Data,,,,
310004,1,3,1965,1520.00,No Data,,,,5.00,No Data,,,Average,No Data,,,2,,No Data,,,,5,No Data,,,,
310005,1,4,1965,896.00,No Data,,2,,5.00,No Data,,1,Average,No Data,,,,,No Data,,112,,5,No Data,,,,
310006,1,4,1965,896.00,No Data,,2,,5.00,No Data,,1,Average,No Data,,,,,No Data,,,,5,No Data,,,,
310007,1,5,1965,1132.00,No Data,,2,,5.00,No Data,,2,Very Good,No Data,,,,,No Data,,,,5,No Data,,,,
310008,1,4,1964,1132.00,No Data,,2,,5.00,No Data,,2,Average,No Data,,,,,No Data,,,,5,No Data,,,,
311001,1,6,1975,1190.00,No Data,,2,,5.00,No Data,7,1,Average,No Data,540,,1,,No Data,,274,,5,No Data,,,,
311002,1,5,1975,1030.00,No Data,,3,,5.00,No Data,7,1,Average,No Data,540,,1,,No Data,,190,,5,No Data,,,,
311003,1,4,1975,1080.00,No Data,,2,,5.00,No Data,7,1,Good,No Data,540,,1,,No Data,,242,,5,No Data,,,,
311004,1,5,1975,1500.00,No Data,,3,,5.00,No Data,7,1,Average,No Data,780,,1,,No Data,,190,,5,No Data,,,,
311005,1,4,1975,1276.00,No Data,,2,,5.00,No Data,9,1,Average,No Data,876,,2,,No Data,,358,,5,No Data,,,,
311006,1,4,1975,1798.00,No Data,,2,,5.00,No Data,7,1,Average,No Data,1258,,1,,No Data,,160,,5,No Data,,,,
311007,1,4,1975,1080.00,No Data,,2,,5.00,No Data,7,1,Average,No Data,540,,1,,No Data,,,,5,No Data,,,,
311008,1,5,1975,1020.00,No Data,,3,,5.00,No Data,7,1,Average,No Data,540,,1,,No Data,,,,5,No Data,,,,
311009,1,4,1975,1128.00,No Data,,2,,5.00,No Data,4,1,Average,No Data,450,,,,No Data,,190,,5,No Data,,,,
311010,1,5,1975,940.00,No Data,,3,,5.00,No Data,7,1,Average,No Data,450,,1,,No Data,,190,,5,No Data,,,,
312001,1,6,1977,1365.00,No Data,,3,,5.00,No Data,8,2,Average,No Data,,,,,No Data,,208,,5,No Data,,,,
312002,1,6,1977,1365.00,No Data,,3,,5.00,No Data,8,2,Average,No Data,,1,,,No Data,,208,,5,No Data,,,,
312003,1,6,1977,1317.00,No Data,,3,,5.00,No Data,8,2,Average,No Data,,1,,,No Data,,208,,5,No Data,,,,
312004,1,6,1977,1317.00,No Data,,3,,5.00,No Data,8,2,Average,No Data,,1,,,No Data,,208,,5,No Data,,,,
312005,1,6,1977,1365.00,No Data,,3,,5.00,No Data,8,2,Average,No Data,,1,,,No Data,,208,,5,No Data,,,,
312006,1,6,1977,1365.00,No Data,,3,,5.00,No Data,8,2,Average,No Data,,1,,,No Data,,288,,5,No Data,,,,
312007,1,6,1977,1365.00,No Data,,3,,5.00,No Data,8,2,Average,No Data,,1,,,No Data,,288,,5,No Data,,,,
312008,1,6,1977,1365.00,No Data,,3,,5.00,No Data,8,2,Average,No Data,,1,,,No Data,,288,,5,No Data,,,,
312009,1,6,1977,1365.00,No Data,,3,,5.00,No Data,8,2,Average,No Data,,1,,,No Data,,288,,5,No Data,,,,
312010,1,6,1977,1365.00,No Data,,3,,5.00,No Data,,2,Average | Sketch not available.,No Data,,1,,,No Data,,144,,5,No Data,,,,
312011,1,6,1977,1365.00,No Data,,3,,5.00,No Data,8,2,Average,No Data,,1,,,No Data,,288,,5,No Data,,,,
312012,1,6,1977,1365.00,No Data,,3,,5.00,No Data,8,2,Average,No Data,,1,,,No Data,,288,,5,No Data,,,,
312014,1,6,1977,1365.00,No Data,,3,,5.00,No Data,8,2,Average,No Data,,1,,,No Data,,288,,5,No Data,,,,
312015,1,6,1977,1317.00,No Data,,3,,5.00,No Data,8,2,Average,No Data,,1,,,No Data,,208,,5,No Data,,,,
312016,1,6,1977,1365.00,No Data,,3,,5.00,No Data,8,2,Average,No Data,,1,,,No Data,,288,,5,No Data,,,,
312017,1,6,1977,1365.00,No Data,,3,,5.00,No Data,8,2,Average,No Data,,1,,,No Data,,288,,5,No Data,,,,
312018,1,6,1977,1365.00,No Data,,3,,5.00,No Data,8,2,Average,No Data,,1,,,No Data,,288,,5,No Data,,,,
312019,1,6,1977,1365.00,No Data,,3,,5.00,No Data,8,2,Average,No Data,,1,,,No Data,,288,,5,No Data,,,,
312020,1,6,1977,1317.00,No Data,,3,,5.00,No Data,8,2,Average,No Data,,1,,,No Data,,208,,5,No Data,,,,
312021,1,6,1977,1365.00,No Data,,3,,5.00,No Data,8,2,Average,No Data,,1,,,No Data,,288,,5,No Data,,,,
312022,1,6,1977,1317.00,No Data,,3,,5.00,No Data,8,2,Average,No Data,,1,,,No Data,,208,,5,No Data,,,,
312023,1,6,1977,1365.00,No Data,,3,,5.00,No Data,8,2,Average,No Data,,1,,,No Data,,288,,5,No Data,,,,
312024,1,6,1977,1365.00,No Data,,3,,5.00,No Data,8,2,Average,No Data,,1,,,No Data,,288,,5,No Data,,,,
312025,1,6,1977,1365.00,No Data,,3,,5.00,No Data,8,2,Average,No Data,,1,,,No Data,,288,,5,No Data,,,,
312026,1,6,1977,1365.00,No Data,,3,,5.00,No Data,8,2,Average,No Data,,1,,,No Data,,288,,5,No Data,,,,
312027,1,6,1977,1365.00,No Data,,3,,5.00,No Data,8,2,Average,No Data,,1,,,No Data,,208,,5,No Data,,,,
312028,1,6,1978,1317.00,No Data,,3,,5.00,No Data,8,2,Average,No Data,,1,,,No Data,,208,,5,No Data,,,,
312029,1,6,1978,1317.00,No Data,,3,,5.00,No Data,8,2,Average,No Data,,1,,,No Data,,208,,5,No Data,,,,
312030,1,6,1978,1317.00,No Data,,3,,5.00,No Data,8,2,Average,No Data,,1,,,No Data,,208,,5,No Data,,,,
312031,1,6,1978,1365.00,No Data,,3,,5.00,No Data,8,2,Average,No Data,,1,,,No Data,,208,,5,No Data,,,,
312032,1,6,1978,1317.00,No Data,,3,,5.00,No Data,8,2,Average,No Data,,1,,,No Data,,208,,5,No Data,,,,
312033,1,6,1978,1365.00,No Data,,3,,5.00,No Data,8,2,Average,No Data,,1,,,No Data,,208,,5,No Data,,,,
312035,1,6,1978,1317.00,No Data,,3,,5.00,No Data,8,2,Average,No Data,,1,,,No Data,,208,,5,No Data,,,,
312036,1,6,1978,1317.00,No Data,,3,,5.00,No Data,8,2,Average,No Data,,1,,,No Data,,208,,5,No Data,,,,
312037,1,6,1978,1317.00,No Data,,3,,5.00,No Data,8,2,Average,No Data,,1,,,No Data,,208,,5,No Data,,,,
312038,1,6,1978,1365.00,No Data,,3,,5.00,No Data,8,2,Average,No Data,,1,,,No Data,,208,,5,No Data,,,,
312039,1,6,1978,1317.00,No Data,,3,,5.00,No Data,8,2,Average,No Data,,1,,,No Data,,208,,5,No Data,,,,
312040,1,6,1978,1365.00,No Data,,3,,5.00,No Data,8,2,Average,No Data,,1,,,No Data,,208,,5,No Data,,,,
313005,1,6,1976,1095.00,No Data,,3,,7.00,No Data,,1,Good | Sketch not available.,No Data,,,,,No Data,,,,5,No Data,,,,
313006,1,5,1980,850.00,No Data,,2,,5.00,No Data,,1,Average,No Data,,,,,No Data,,,,5,No Data,,,,
313007,1,4,1980,820.00,No Data,,2,,5.00,No Data,,1,Average | Sketch not available.,No Data,,,,,No Data,,,,5,No Data,,,,
313008,1,4,1980,1052.00,No Data,,2,,5.00,No Data,,1,Average | Sketch not available.,No Data,,,,,No Data,,,,5,No Data,,,,
313009,1,7,1980,1344.00,No Data,,3,,5.00,No Data,,1,Average | Sketch not available.,No Data,,,,,No Data,,,,5,No Data,,,,
313010,1,6,1980,1424.00,No Data,,3,,5.00,No Data,,1,Avg/Good | Sketch not available.,No Data,,,1,,No Data,,,,5,No Data,,,,
314001,1,7,1979,1899.00,No Data,,3,,5.00,No Data,,3,Average,No Data,,1,1,,No Data,,722,,5,No Data,,,,
314002,1,5,1979,1461.00,No Data,,2,,5.00,No Data,,2,Average,No Data,,1,1,,No Data,,534,,5,No Data,,,,
314003,1,5,1979,1433.00,No Data,,2,,5.00,No Data,,2,Average,No Data,,1,1,,No Data,,534,,5,No Data,,,,
314004,1,7,1979,1899.00,No Data,,3,,5.00,No Data,,3,Average,No Data,,1,1,,No Data,,1444,,5,No Data,,,,
314005,1,8,1979,1997.00,No Data,,3,,5.00,No Data,,3,Average,No Data,,1,1,,No Data,,120,,5,No Data,,,,
314006,1,6,1979,1530.00,No Data,,2,,5.00,No Data,,2,Good,No Data,,1,1,,No Data,,708,,5,No Data,,,,
314007,1,5,1979,1369.00,No Data,,2,,5.00,No Data,,2,Avg/Good,No Data,,1,1,,No Data,,708,,5,No Data,,,,
314008,1,7,1979,1836.00,No Data,,3,,5.00,No Data,,3,Average,No Data,,1,1,,No Data,,838,,5,No Data,,,,
314009,1,8,1979,1836.00,No Data,,3,,5.00,No Data,,3,Average,No Data,,1,1,,No Data,,838,,5,No Data,,,,
314010,1,5,1979,1530.00,No Data,,2,,5.00,No Data,,2,Average,No Data,,1,1,,No Data,,708,,5,No Data,,,,
314011,1,5,1979,1369.00,No Data,,2,,5.00,No Data,,2,Average,No Data,,1,1,,No Data,,708,,5,No Data,,,,
314012,1,5,1979,1369.00,No Data,,2,,5.00,No Data,,2,Average,No Data,,1,1,,No Data,,708,,5,No Data,,,,
314013,1,5,1979,1369.00,No Data,,2,,5.00,No Data,,2,Average,No Data,,1,1,,No Data,,708,,5,No Data,,,,
314014,1,7,1979,1836.00,No Data,,3,,5.00,No Data,,3,Average,No Data,,1,1,,No Data,,838,,5,No Data,,,,
314015,1,7,1979,1982.00,No Data,,3,,5.00,No Data,,3,Average,No Data,,1,1,,No Data,,639,,5,No Data,,,,
314016,1,7,1979,1982.00,No Data,,3,,5.00,No Data,,3,Average,No Data,,1,1,,No Data,,639,,5,No Data,,,,
314017,1,7,1979,1982.00,No Data,,3,,5.00,No Data,,3,Average,No Data,,1,1,,No Data,,639,,5,No Data,,,,
314018,1,5,1979,1518.00,No Data,,2,,5.00,No Data,,2,Average,No Data,,1,1,,No Data,,503,,5,No Data,,,,
314019,1,5,1979,1465.00,No Data,,2,,5.00,No Data,,2,Average,No Data,,1,1,,No Data,,302,,5,No Data,,,,
314020,1,5,1979,1465.00,No Data,,2,,5.00,No Data,,2,Average,No Data,,1,,,No Data,,302,,5,No Data,,,,
314021,1,5,1979,1518.00,No Data,,2,,5.00,No Data,,2,Average,No Data,,1,1,,No Data,,502,,5,No Data,,,,
314022,1,7,1979,1982.00,No Data,,3,,5.00,No Data,,3,Average,No Data,,1,1,,No Data,,639,,5,No Data,,,,
314023,1,7,1979,1982.00,No Data,,3,,5.00,No Data,,3,Avg/Good,No Data,,1,1,,No Data,,639,,5,No Data,,,,
314024,1,7,1979,1982.00,No Data,,3,,5.00,No Data,,3,Average,No Data,,1,1,,No Data,,639,,5,No Data,,,,
314025,1,7,1980,1982.00,No Data,,3,,5.00,No Data,,3,Average,No Data,,1,1,,No Data,,639,,5,No Data,,,,
314026,1,7,1980,1982.00,No Data,,3,,5.00,No Data,,3,Average,No Data,,1,1,,No Data,,639,,5,No Data,,,,
314027,1,7,1980,1982.00,No Data,,3,,5.00,No Data,,3,Average,No Data,,1,1,,No Data,,639,,5,No Data,,,,
314028,1,5,1980,1518.00,No Data,,2,,5.00,No Data,,3,Average,No Data,,1,,,No Data,,502,,5,No Data,,,,
314029,1,5,1980,1465.00,No Data,,2,,5.00,No Data,,2,Average,No Data,,1,1,,No Data,,302,,5,No Data,,,,
314030,1,5,1980,1518.00,No Data,,2,,5.00,No Data,,2,Good,No Data,,1,1,,No Data,,302,,5,No Data,,,,
